0.000000000000000000e+00 2.697016551606640777e-01
2.020202020202020374e-02 3.529785460533189645e-01
4.040404040404040747e-02 2.458133804843542214e-01
6.060606060606060774e-02 3.450224037091784712e-01
8.080808080808081495e-02 7.917065177783207952e-01
1.010101010101010222e-01 6.820462616671947309e-01
1.212121212121212155e-01 9.665933145548046834e-01
1.414141414141414366e-01 1.392431953893373819e+00
1.616161616161616299e-01 1.624722302830285070e+00
1.818181818181818232e-01 1.982169893720713283e+00
2.020202020202020443e-01 1.600298561019900534e+00
2.222222222222222376e-01 1.992724871936353948e+00
2.424242424242424310e-01 2.180524954695610251e+00
2.626262626262626521e-01 1.757131564217569997e+00
2.828282828282828731e-01 2.033628838058521904e+00
3.030303030303030387e-01 2.392141384903925250e+00
3.232323232323232598e-01 2.868798863309089509e+00
3.434343434343434809e-01 2.648467468079754195e+00
3.636363636363636465e-01 2.443176368903576368e+00
3.838383838383838675e-01 3.240797006933202162e+00
4.040404040404040886e-01 2.958453290117791568e+00
4.242424242424242542e-01 3.375540222946393776e+00
4.444444444444444753e-01 2.934050743732005806e+00
4.646464646464646964e-01 2.812884463295348692e+00
4.848484848484848619e-01 2.601487303237567161e+00
5.050505050505050830e-01 2.913763115182753882e+00
5.252525252525253041e-01 3.310664395932160886e+00
5.454545454545455252e-01 2.637414654088098942e+00
5.656565656565657463e-01 2.924315748259592507e+00
5.858585858585858563e-01 2.862469618402812443e+00
6.060606060606060774e-01 2.800514177229965540e+00
6.262626262626262985e-01 2.882283335301470295e+00
6.464646464646465196e-01 2.607452069668012573e+00
6.666666666666667407e-01 2.421182973391736049e+00
6.868686868686869618e-01 3.056475035865229284e+00
7.070707070707071829e-01 2.334598048098276202e+00
7.272727272727272929e-01 1.886882072896266305e+00
7.474747474747475140e-01 1.976822198158928456e+00
7.676767676767677351e-01 2.162183462419848379e+00
7.878787878787879562e-01 1.898337146290786537e+00
8.080808080808081773e-01 1.636773280118213547e+00
8.282828282828283983e-01 1.098367679272519881e+00
8.484848484848485084e-01 1.075298271860160693e+00
8.686868686868687295e-01 1.505602042313957778e+00
8.888888888888889506e-01 1.185522181072313330e+00
9.090909090909091717e-01 1.014542741774015822e+00
9.292929292929293927e-01 5.567160338410332976e-01
9.494949494949496138e-01 9.708078497805703311e-01
9.696969696969697239e-01 3.489633165876068754e-01
9.898989898989899450e-01 9.495069420732105137e-02
1.010101010101010166e+00 3.536361774161503324e-02
1.030303030303030498e+00 -2.581980509691019221e-01
1.050505050505050608e+00 -6.837151953445277375e-01
1.070707070707070718e+00 -1.021180114671849992e+00
1.090909090909091050e+00 -1.186580383659457727e+00
1.111111111111111160e+00 -1.118294724524405703e+00
1.131313131313131493e+00 -1.237483430072574109e+00
1.151515151515151603e+00 -1.221064328319135583e+00
1.171717171717171713e+00 -1.496590270417373247e+00
1.191919191919192045e+00 -1.783967088235458354e+00
1.212121212121212155e+00 -1.724231137604234299e+00
1.232323232323232487e+00 -2.235929276969449653e+00
1.252525252525252597e+00 -2.043064311808570288e+00
1.272727272727272929e+00 -2.309448070088301108e+00
1.292929292929293039e+00 -2.486111229468773942e+00
1.313131313131313149e+00 -2.810371769400184405e+00
1.333333333333333481e+00 -2.589880631781158460e+00
1.353535353535353591e+00 -2.782371812926055288e+00
1.373737373737373924e+00 -2.696166856074619922e+00
1.393939393939394034e+00 -2.705096447102924628e+00
1.414141414141414366e+00 -2.744245258096867257e+00
1.434343434343434476e+00 -2.956395992099273506e+00
1.454545454545454586e+00 -2.684236108439487012e+00
1.474747474747474918e+00 -2.877785988195563860e+00
1.494949494949495028e+00 -2.556450294983606319e+00
1.515151515151515360e+00 -3.187477997989343947e+00
1.535353535353535470e+00 -2.766933096278231030e+00
1.555555555555555580e+00 -2.863794866400911410e+00
1.575757575757575912e+00 -2.729967343676825919e+00
1.595959595959596022e+00 -2.897583494072764942e+00
1.616161616161616355e+00 -2.716303997600979514e+00
1.636363636363636465e+00 -2.499757949935495382e+00
1.656565656565656797e+00 -2.744325509762563620e+00
1.676767676767676907e+00 -2.388582577454123612e+00
1.696969696969697017e+00 -2.182707526451475033e+00
1.717171717171717349e+00 -2.221496071765418190e+00
1.737373737373737459e+00 -2.017368238335276232e+00
1.757575757575757791e+00 -2.397513758970993170e+00
1.777777777777777901e+00 -1.846845523659982335e+00
1.797979797979798233e+00 -1.789224645413061143e+00
1.818181818181818343e+00 -1.508332529129092547e+00
1.838383838383838453e+00 -1.697536320901647855e+00
1.858585858585858785e+00 -1.505239689288834892e+00
1.878787878787878896e+00 -1.085793103264438120e+00
1.898989898989899228e+00 -7.862640930122029026e-01
1.919191919191919338e+00 -5.869541535083202533e-01
1.939393939393939448e+00 -5.066239385934634409e-01
1.959595959595959780e+00 -5.984360342643194608e-01
1.979797979797979890e+00 -7.972700096185653118e-02
2.000000000000000000e+00 2.255343136118226344e-01
